,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
30292,43,self-employed,single,tertiary,no,2169,no,no,cellular,5,aug,229,2,-1,0,unknown,no
30293,52,management,married,tertiary,no,547,no,no,cellular,5,aug,112,2,-1,0,unknown,no
30294,50,blue-collar,married,primary,no,604,no,no,cellular,5,aug,104,1,-1,0,unknown,no
30295,37,technician,married,secondary,no,0,no,no,cellular,5,aug,409,1,-1,0,unknown,no
30298,43,technician,divorced,secondary,no,-36,yes,no,cellular,5,aug,292,1,-1,0,unknown,no
30299,44,management,married,tertiary,no,1788,no,no,cellular,5,aug,166,2,-1,0,unknown,no
30300,49,admin.,married,secondary,no,2254,no,no,cellular,5,aug,77,1,-1,0,unknown,no
30301,32,entrepreneur,married,tertiary,no,28,no,no,cellular,5,aug,287,1,-1,0,unknown,no
30302,57,admin.,married,primary,no,286,no,no,cellular,5,aug,100,3,-1,0,unknown,no
30303,47,admin.,married,secondary,no,0,no,no,cellular,5,aug,109,4,-1,0,unknown,no
30304,31,management,single,tertiary,no,155,yes,no,cellular,5,aug,291,1,-1,0,unknown,no
30306,42,technician,married,tertiary,no,3530,no,no,cellular,5,aug,33,4,-1,0,unknown,no
30307,30,technician,married,secondary,no,66,no,yes,cellular,5,aug,239,1,-1,0,unknown,no
30309,56,retired,married,secondary,no,388,yes,no,cellular,5,aug,80,1,-1,0,unknown,no
30310,51,blue-collar,married,secondary,no,2918,no,no,cellular,5,aug,193,2,-1,0,unknown,no
30313,47,blue-collar,married,primary,no,699,no,no,cellular,5,aug,203,1,-1,0,unknown,no
30314,60,retired,married,tertiary,no,1766,no,no,cellular,5,aug,344,1,-1,0,unknown,no
30315,45,services,married,primary,no,323,no,no,cellular,5,aug,197,1,-1,0,unknown,no
30316,53,blue-collar,married,unknown,no,1230,no,no,cellular,5,aug,155,3,-1,0,unknown,no
30318,45,services,married,secondary,no,0,no,no,cellular,5,aug,196,2,-1,0,unknown,no
30320,60,management,married,tertiary,no,3876,no,yes,cellular,5,aug,445,3,-1,0,unknown,no
30321,49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504,2,-1,0,unknown,no
30322,39,management,married,tertiary,no,13021,no,no,cellular,5,aug,425,2,-1,0,unknown,no
30324,34,technician,married,tertiary,no,482,no,no,cellular,5,aug,56,2,-1,0,unknown,no
30325,39,management,married,tertiary,no,8195,no,no,cellular,5,aug,121,3,-1,0,unknown,no
30326,54,management,married,tertiary,no,0,no,no,cellular,5,aug,214,3,-1,0,unknown,no
30327,53,management,married,tertiary,no,1343,no,no,cellular,5,aug,129,4,-1,0,unknown,no
30328,49,technician,married,secondary,no,195,no,no,cellular,5,aug,211,2,-1,0,unknown,no
30329,51,services,married,secondary,no,434,no,no,cellular,5,aug,513,2,-1,0,unknown,no
30330,58,technician,married,tertiary,no,332,no,no,cellular,5,aug,371,3,-1,0,unknown,no
30332,38,management,married,tertiary,no,950,no,no,cellular,5,aug,210,2,-1,0,unknown,no
30333,48,technician,married,secondary,no,547,no,no,cellular,5,aug,459,2,-1,0,unknown,no
30335,35,technician,married,tertiary,no,489,no,no,cellular,5,aug,592,2,-1,0,unknown,no
30336,48,management,married,tertiary,no,770,no,yes,cellular,5,aug,263,2,-1,0,unknown,no
30337,35,management,divorced,tertiary,no,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
30338,33,technician,divorced,secondary,no,488,no,no,cellular,5,aug,332,2,-1,0,unknown,no
30339,58,technician,divorced,secondary,no,-123,no,no,cellular,5,aug,131,2,-1,0,unknown,no
30342,50,services,married,secondary,no,486,yes,no,cellular,5,aug,203,2,-1,0,unknown,no
30344,51,management,divorced,tertiary,no,1028,no,no,cellular,5,aug,178,4,-1,0,unknown,no
30345,31,management,single,tertiary,no,1377,no,no,cellular,5,aug,371,2,-1,0,unknown,no
30346,57,retired,married,primary,no,0,no,no,cellular,5,aug,147,2,-1,0,unknown,no
30347,50,services,married,unknown,no,37,no,no,cellular,5,aug,307,4,-1,0,unknown,no
30348,34,technician,married,tertiary,no,218,no,no,cellular,5,aug,109,2,-1,0,unknown,no
30349,53,admin.,married,secondary,no,1373,no,no,cellular,5,aug,78,2,-1,0,unknown,no
30350,30,management,single,tertiary,no,1571,no,no,cellular,5,aug,996,2,-1,0,unknown,no
30354,57,retired,married,secondary,no,1230,no,no,cellular,6,aug,78,4,-1,0,unknown,no
30355,31,technician,married,secondary,no,7,no,no,telephone,6,aug,116,6,-1,0,unknown,no
30356,56,retired,married,secondary,no,753,no,yes,cellular,6,aug,314,6,-1,0,unknown,no
30357,51,admin.,married,secondary,no,-267,no,yes,cellular,6,aug,91,4,-1,0,unknown,no
30358,36,management,single,tertiary,no,546,yes,no,cellular,6,aug,91,3,-1,0,unknown,no
30359,44,management,married,tertiary,no,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
30360,56,management,married,tertiary,no,1483,no,no,cellular,6,aug,46,4,-1,0,unknown,no
30361,44,technician,married,secondary,no,3444,no,no,cellular,6,aug,212,3,-1,0,unknown,no
30362,33,self-employed,married,primary,no,0,no,no,cellular,6,aug,139,8,-1,0,unknown,no
30365,55,services,married,secondary,no,953,yes,yes,cellular,6,aug,125,3,-1,0,unknown,no
30366,50,technician,single,secondary,no,330,no,no,cellular,6,aug,376,3,-1,0,unknown,no
30368,50,management,divorced,tertiary,no,3211,yes,no,cellular,6,aug,146,5,-1,0,unknown,no
30370,33,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no
30371,45,blue-collar,married,unknown,no,3114,no,no,cellular,6,aug,192,2,-1,0,unknown,no
30373,38,technician,single,tertiary,no,0,no,no,cellular,6,aug,89,2,-1,0,unknown,no
30375,32,technician,single,tertiary,no,632,no,yes,cellular,6,aug,103,2,-1,0,unknown,no
30376,39,technician,married,secondary,no,0,no,no,cellular,6,aug,84,4,-1,0,unknown,no
30377,46,admin.,married,secondary,no,44,no,no,cellular,6,aug,175,2,-1,0,unknown,no
30378,56,retired,married,secondary,no,0,no,no,cellular,6,aug,113,3,-1,0,unknown,no
30384,57,services,married,primary,no,53,no,no,cellular,6,aug,86,2,-1,0,unknown,no
30386,53,management,divorced,tertiary,no,269,no,no,cellular,6,aug,347,2,-1,0,unknown,no
30388,48,technician,married,secondary,no,7020,no,no,cellular,6,aug,80,2,-1,0,unknown,no
30390,41,technician,married,secondary,no,3432,no,no,cellular,6,aug,140,3,-1,0,unknown,no
30391,51,blue-collar,married,secondary,no,187,yes,no,cellular,6,aug,277,3,-1,0,unknown,no
30392,30,self-employed,single,tertiary,no,1495,no,no,cellular,6,aug,898,2,-1,0,unknown,no
30394,59,retired,married,secondary,no,0,no,no,cellular,6,aug,142,2,-1,0,unknown,no
30395,38,management,married,tertiary,no,184,no,no,cellular,6,aug,224,2,-1,0,unknown,no
30396,32,technician,married,secondary,no,0,no,no,cellular,6,aug,254,2,-1,0,unknown,no
30397,46,blue-collar,married,secondary,no,398,yes,yes,cellular,6,aug,128,2,-1,0,unknown,no
30398,54,housemaid,married,unknown,no,0,no,no,cellular,6,aug,189,2,-1,0,unknown,no
30399,48,management,married,tertiary,no,3766,no,no,cellular,6,aug,206,2,-1,0,unknown,no
30400,54,management,divorced,tertiary,no,787,no,no,cellular,6,aug,90,2,-1,0,unknown,no
30401,30,blue-collar,single,secondary,no,4749,no,no,cellular,6,aug,220,2,-1,0,unknown,no
30402,36,management,married,tertiary,no,163,no,no,cellular,6,aug,311,2,-1,0,unknown,no
30404,33,housemaid,married,primary,no,580,no,no,cellular,6,aug,209,2,-1,0,unknown,no
30406,42,management,married,tertiary,no,3718,yes,no,cellular,6,aug,50,2,-1,0,unknown,no
30407,33,management,single,secondary,no,2915,no,no,cellular,6,aug,126,2,-1,0,unknown,no
30408,40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,-1,0,unknown,no
30409,49,blue-collar,married,secondary,no,739,yes,no,cellular,6,aug,182,2,-1,0,unknown,no
30412,44,management,married,tertiary,no,1858,no,no,cellular,6,aug,113,4,-1,0,unknown,no
30414,50,blue-collar,married,secondary,no,616,yes,no,cellular,6,aug,439,6,-1,0,unknown,no
30415,60,retired,married,secondary,no,1145,no,no,cellular,6,aug,167,2,-1,0,unknown,no
30416,50,management,divorced,secondary,no,535,no,no,cellular,6,aug,102,2,-1,0,unknown,no
30417,31,technician,married,tertiary,no,338,no,no,cellular,6,aug,184,2,-1,0,unknown,no
30418,56,services,married,secondary,yes,-8,no,no,cellular,6,aug,159,2,-1,0,unknown,no
30419,41,technician,married,tertiary,no,680,no,no,cellular,6,aug,117,2,-1,0,unknown,no
30421,49,blue-collar,married,secondary,no,-42,no,no,cellular,6,aug,585,4,-1,0,unknown,no
30423,41,management,married,tertiary,no,103,no,yes,cellular,6,aug,65,2,-1,0,unknown,no
30425,46,management,married,tertiary,no,765,no,no,cellular,6,aug,71,2,-1,0,unknown,no
30426,35,technician,married,tertiary,no,118,no,no,cellular,6,aug,358,2,-1,0,unknown,no
30427,37,technician,divorced,secondary,no,4965,no,no,cellular,6,aug,222,2,-1,0,unknown,no
30428,37,housemaid,married,secondary,no,1863,no,no,cellular,6,aug,163,2,-1,0,unknown,no
30429,37,management,married,tertiary,no,392,no,no,cellular,6,aug,115,2,-1,0,unknown,no
30430,45,management,single,secondary,no,142,no,yes,cellular,6,aug,99,4,-1,0,unknown,no
30431,43,self-employed,married,primary,yes,385,no,no,cellular,6,aug,359,2,-1,0,unknown,no
30432,44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211,4,-1,0,unknown,no
30434,50,technician,married,secondary,no,1412,no,no,cellular,6,aug,131,3,-1,0,unknown,no
30435,59,housemaid,married,primary,no,96,no,no,cellular,6,aug,88,2,-1,0,unknown,no
30436,52,blue-collar,married,primary,no,1364,yes,no,cellular,6,aug,164,2,-1,0,unknown,no
30437,47,unknown,married,unknown,no,270,no,no,cellular,6,aug,467,2,-1,0,unknown,no
30438,39,management,divorced,tertiary,no,5988,yes,yes,cellular,6,aug,225,2,-1,0,unknown,no
30441,57,technician,married,secondary,no,29,no,no,cellular,6,aug,122,2,-1,0,unknown,no
30442,55,retired,married,primary,no,628,no,yes,cellular,6,aug,123,2,-1,0,unknown,no
30445,36,technician,married,secondary,no,577,no,no,cellular,6,aug,88,2,-1,0,unknown,no
30446,48,management,divorced,tertiary,no,249,no,no,cellular,6,aug,293,6,-1,0,unknown,no
30448,56,housemaid,single,primary,no,801,no,no,cellular,6,aug,931,4,-1,0,unknown,no
30449,52,technician,married,secondary,no,3151,no,no,cellular,6,aug,89,2,-1,0,unknown,no
30451,54,blue-collar,married,secondary,no,506,yes,no,cellular,6,aug,126,2,-1,0,unknown,no
30452,45,blue-collar,married,secondary,no,333,no,yes,cellular,6,aug,166,2,-1,0,unknown,no
30455,52,technician,married,secondary,no,2079,no,no,cellular,6,aug,68,2,-1,0,unknown,no
30457,58,technician,married,secondary,no,1191,no,no,cellular,6,aug,78,2,-1,0,unknown,no
30458,47,management,married,secondary,no,-1,no,no,cellular,6,aug,302,4,-1,0,unknown,no
30459,43,management,married,tertiary,no,-127,no,no,cellular,6,aug,400,2,-1,0,unknown,no
30460,53,blue-collar,married,primary,no,1138,yes,no,cellular,6,aug,375,2,-1,0,unknown,no
30461,35,management,married,tertiary,no,284,no,yes,cellular,6,aug,258,2,-1,0,unknown,no
30463,34,housemaid,married,secondary,no,265,no,no,cellular,6,aug,329,2,-1,0,unknown,no
30465,55,management,married,tertiary,no,0,no,no,cellular,6,aug,341,2,-1,0,unknown,no
30466,58,retired,married,secondary,no,13189,no,yes,cellular,6,aug,181,2,-1,0,unknown,no
30467,35,management,married,tertiary,no,249,yes,no,cellular,6,aug,127,2,-1,0,unknown,no
30468,43,management,married,tertiary,no,0,no,no,cellular,6,aug,124,2,-1,0,unknown,no
30469,39,management,married,tertiary,no,1112,no,no,cellular,6,aug,232,2,-1,0,unknown,no
30470,60,retired,married,primary,no,957,no,no,cellular,6,aug,224,2,-1,0,unknown,no
30471,59,retired,married,primary,no,1390,no,yes,cellular,6,aug,148,2,-1,0,unknown,no
30472,55,technician,divorced,secondary,no,689,yes,no,cellular,6,aug,174,4,-1,0,unknown,no
30473,55,retired,married,primary,no,0,yes,no,cellular,6,aug,113,4,-1,0,unknown,no
30474,48,technician,divorced,tertiary,no,855,no,no,cellular,6,aug,68,4,-1,0,unknown,no
30475,48,services,married,secondary,no,35,no,no,cellular,6,aug,232,4,-1,0,unknown,no
30476,53,housemaid,married,primary,no,421,no,no,cellular,6,aug,376,4,-1,0,unknown,no
30477,30,management,married,tertiary,no,1119,no,no,cellular,6,aug,199,7,-1,0,unknown,no
30478,41,management,married,secondary,no,501,no,no,cellular,6,aug,150,4,-1,0,unknown,no
30479,60,blue-collar,married,primary,no,2221,no,no,cellular,6,aug,2191,2,-1,0,unknown,no
30480,49,services,married,secondary,no,153,no,no,cellular,6,aug,123,4,-1,0,unknown,no
30481,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
30482,32,management,divorced,secondary,no,-352,no,yes,cellular,6,aug,275,5,-1,0,unknown,no
30483,60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
30484,31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,no
30485,33,management,married,tertiary,no,849,yes,no,cellular,6,aug,89,2,-1,0,unknown,no
30486,39,unknown,married,primary,no,6999,no,no,cellular,6,aug,111,2,-1,0,unknown,no
30487,60,management,divorced,secondary,no,151,no,no,cellular,6,aug,160,4,-1,0,unknown,no
30488,54,technician,divorced,secondary,no,320,no,no,cellular,6,aug,254,4,-1,0,unknown,no
30490,33,technician,single,tertiary,no,764,no,no,cellular,6,aug,244,2,-1,0,unknown,no
30491,46,technician,married,secondary,no,250,no,no,cellular,6,aug,84,2,-1,0,unknown,no
30492,37,housemaid,married,secondary,no,1558,no,no,cellular,6,aug,499,2,-1,0,unknown,no
30494,48,admin.,married,secondary,no,490,no,no,cellular,6,aug,136,2,-1,0,unknown,no
30495,42,technician,single,tertiary,no,135,no,no,cellular,6,aug,384,2,-1,0,unknown,no
30496,47,technician,married,secondary,no,3973,no,no,cellular,6,aug,732,2,-1,0,unknown,no
30497,37,technician,divorced,secondary,no,566,yes,no,cellular,6,aug,168,2,-1,0,unknown,no
30499,57,management,married,tertiary,no,0,no,no,cellular,6,aug,100,6,-1,0,unknown,no
30500,30,management,married,tertiary,no,1403,no,no,cellular,6,aug,136,4,-1,0,unknown,no
30502,30,management,single,tertiary,no,7788,no,no,cellular,6,aug,391,4,-1,0,unknown,no
30504,56,services,married,secondary,no,144,no,no,cellular,6,aug,184,2,-1,0,unknown,no
30505,49,management,married,tertiary,no,0,no,no,cellular,6,aug,44,2,-1,0,unknown,no
30506,35,technician,single,tertiary,no,0,yes,no,cellular,6,aug,411,2,-1,0,unknown,no
30507,42,management,married,tertiary,no,9261,yes,no,cellular,6,aug,120,2,-1,0,unknown,no
30508,36,technician,married,secondary,no,361,no,no,cellular,6,aug,188,4,-1,0,unknown,no
30509,46,technician,single,tertiary,no,3133,no,no,cellular,6,aug,411,3,-1,0,unknown,no
30511,56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,unknown,no
30512,32,technician,single,secondary,no,145,no,no,cellular,6,aug,135,2,-1,0,unknown,no
30514,50,unemployed,single,tertiary,no,0,yes,no,cellular,6,aug,102,2,-1,0,unknown,no
30515,31,management,married,tertiary,no,8279,no,no,cellular,6,aug,533,2,-1,0,unknown,no
30517,48,services,married,secondary,no,473,no,yes,cellular,6,aug,198,2,-1,0,unknown,no
30518,36,technician,married,secondary,no,129,yes,no,cellular,6,aug,64,2,-1,0,unknown,no
30519,59,blue-collar,married,primary,no,638,no,no,cellular,6,aug,170,2,-1,0,unknown,no
30521,58,blue-collar,married,primary,no,47,no,no,cellular,6,aug,281,2,-1,0,unknown,no
30522,59,retired,married,secondary,no,263,no,no,cellular,6,aug,601,2,-1,0,unknown,no
30523,57,retired,married,primary,no,0,yes,no,cellular,6,aug,83,2,-1,0,unknown,no
30524,46,management,married,tertiary,no,51,no,no,cellular,6,aug,39,9,-1,0,unknown,no
30525,48,technician,married,secondary,no,1939,yes,yes,cellular,6,aug,163,2,-1,0,unknown,no
30526,36,management,married,tertiary,no,2660,no,no,cellular,6,aug,252,2,-1,0,unknown,no
30527,40,technician,single,secondary,no,57,no,yes,cellular,6,aug,102,4,-1,0,unknown,no
30528,46,self-employed,married,secondary,no,716,no,no,cellular,6,aug,131,2,-1,0,unknown,no
30529,48,blue-collar,married,secondary,no,2054,yes,no,cellular,6,aug,127,2,-1,0,unknown,no
30530,50,self-employed,married,secondary,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no
30532,33,management,single,tertiary,no,1097,no,yes,cellular,6,aug,308,4,-1,0,unknown,no
30533,46,blue-collar,married,primary,no,248,no,yes,cellular,6,aug,196,2,-1,0,unknown,no
30534,60,retired,married,primary,no,1720,no,no,telephone,6,aug,115,5,-1,0,unknown,no
30535,32,management,married,tertiary,no,421,no,no,cellular,6,aug,851,6,-1,0,unknown,no
30536,37,technician,single,secondary,yes,-56,yes,no,cellular,6,aug,291,4,-1,0,unknown,no
30537,43,entrepreneur,married,secondary,no,1109,yes,no,cellular,6,aug,64,4,-1,0,unknown,no
30538,57,technician,married,tertiary,no,624,no,no,cellular,6,aug,224,4,-1,0,unknown,no
30540,57,management,married,tertiary,no,163,no,no,cellular,6,aug,83,3,-1,0,unknown,no
30541,36,management,single,tertiary,no,900,no,no,cellular,6,aug,499,4,-1,0,unknown,no
30542,32,technician,single,tertiary,no,1068,no,no,cellular,6,aug,175,4,-1,0,unknown,no
30543,48,admin.,married,primary,no,4459,yes,no,cellular,6,aug,536,1,-1,0,unknown,no
30544,43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,no
30545,37,management,married,tertiary,no,2401,no,no,cellular,6,aug,203,7,-1,0,unknown,no
30546,51,technician,married,secondary,no,223,no,no,cellular,6,aug,132,3,-1,0,unknown,no
30547,52,blue-collar,married,primary,no,10,no,no,cellular,6,aug,588,3,-1,0,unknown,no
30548,48,blue-collar,married,secondary,no,0,no,no,cellular,6,aug,311,5,-1,0,unknown,no
30550,47,management,single,tertiary,no,324,no,yes,cellular,6,aug,72,1,-1,0,unknown,no
30551,50,technician,divorced,secondary,no,75,yes,no,cellular,6,aug,101,1,-1,0,unknown,no
30552,32,management,single,tertiary,no,6359,no,no,cellular,6,aug,184,1,-1,0,unknown,no
30553,58,retired,married,secondary,no,4,no,yes,cellular,6,aug,147,1,-1,0,unknown,no
30554,45,self-employed,married,secondary,no,140,yes,no,cellular,6,aug,192,3,-1,0,unknown,no
30556,50,admin.,married,secondary,no,-79,no,yes,cellular,6,aug,138,7,-1,0,unknown,no
30558,38,management,married,tertiary,no,178,no,no,cellular,6,aug,170,3,-1,0,unknown,no
30559,30,technician,single,tertiary,no,1081,no,no,cellular,6,aug,377,2,-1,0,unknown,no
30561,50,technician,married,secondary,no,10757,yes,no,cellular,6,aug,276,3,-1,0,unknown,no
30562,31,management,single,tertiary,no,130,no,no,cellular,6,aug,160,1,-1,0,unknown,no
30563,36,technician,single,tertiary,no,46,yes,no,cellular,6,aug,459,3,-1,0,unknown,no
30564,35,technician,married,secondary,no,-116,no,yes,cellular,6,aug,339,2,-1,0,unknown,no
30565,53,technician,married,secondary,no,1225,no,no,cellular,6,aug,70,2,-1,0,unknown,no
30566,46,housemaid,married,primary,no,0,no,no,cellular,6,aug,322,5,-1,0,unknown,no
30567,34,unknown,married,unknown,no,4535,no,no,cellular,6,aug,54,3,-1,0,unknown,no
30568,33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,no
30569,50,technician,married,secondary,no,-70,no,no,cellular,6,aug,386,2,-1,0,unknown,no
30570,46,blue-collar,married,primary,yes,575,no,no,cellular,6,aug,127,3,-1,0,unknown,no
30571,45,retired,married,secondary,no,22,no,yes,telephone,6,aug,276,3,-1,0,unknown,no
30572,55,entrepreneur,married,tertiary,no,41923,no,no,cellular,6,aug,69,3,-1,0,unknown,no
30574,40,management,married,tertiary,no,713,no,no,cellular,6,aug,433,3,-1,0,unknown,no
30575,41,management,single,secondary,no,911,no,no,cellular,6,aug,292,2,-1,0,unknown,no
30576,39,technician,married,secondary,no,425,yes,no,cellular,6,aug,562,3,-1,0,unknown,no
30577,35,management,married,tertiary,no,0,no,no,cellular,6,aug,543,4,-1,0,unknown,no
30578,46,technician,divorced,secondary,no,225,no,no,cellular,6,aug,530,5,-1,0,unknown,no
30579,43,management,married,tertiary,no,5926,no,no,cellular,6,aug,685,2,-1,0,unknown,no
30580,49,admin.,married,secondary,no,284,yes,no,cellular,6,aug,131,3,-1,0,unknown,no
30581,38,technician,married,tertiary,no,180,no,no,cellular,6,aug,258,7,-1,0,unknown,no
30582,59,admin.,married,unknown,no,64343,no,no,cellular,6,aug,45,4,-1,0,unknown,no
30583,42,housemaid,married,primary,no,128,no,no,cellular,6,aug,492,2,-1,0,unknown,no
30585,48,technician,married,secondary,no,504,no,yes,cellular,6,aug,227,3,-1,0,unknown,no
30586,46,housemaid,married,primary,no,1085,no,no,cellular,6,aug,265,8,-1,0,unknown,no
30587,49,management,divorced,tertiary,no,651,no,yes,cellular,6,aug,79,3,-1,0,unknown,no
30588,32,technician,married,secondary,no,374,no,no,cellular,6,aug,119,6,-1,0,unknown,no
30589,42,management,married,tertiary,no,60,no,no,cellular,6,aug,426,3,-1,0,unknown,no
30590,32,management,married,tertiary,no,71,no,no,cellular,6,aug,80,3,-1,0,unknown,no
30591,45,services,married,secondary,no,38,yes,no,cellular,6,aug,307,3,-1,0,unknown,no
30592,34,management,single,tertiary,no,2576,yes,yes,cellular,6,aug,236,4,-1,0,unknown,no
30593,32,technician,married,tertiary,no,500,no,no,cellular,6,aug,105,6,-1,0,unknown,no
30594,44,management,married,tertiary,no,4333,no,no,cellular,6,aug,68,6,-1,0,unknown,no
30595,38,services,married,secondary,no,5003,no,no,cellular,6,aug,275,9,-1,0,unknown,no
30596,46,blue-collar,married,primary,no,0,no,no,cellular,6,aug,178,4,-1,0,unknown,no
30597,41,technician,married,secondary,no,-832,no,no,cellular,6,aug,226,5,-1,0,unknown,no
30598,52,blue-collar,married,primary,no,2091,no,no,cellular,6,aug,181,2,-1,0,unknown,no
30599,44,technician,married,secondary,no,339,yes,yes,telephone,6,aug,244,3,-1,0,unknown,no
30600,52,technician,married,secondary,no,1815,no,no,cellular,6,aug,131,3,-1,0,unknown,no
30601,46,technician,married,secondary,no,0,no,no,cellular,6,aug,132,2,-1,0,unknown,no
30602,30,management,single,tertiary,no,223,no,no,cellular,6,aug,106,3,-1,0,unknown,no
30603,39,management,single,tertiary,no,0,no,no,cellular,6,aug,135,2,-1,0,unknown,no
30608,57,technician,married,tertiary,no,4043,yes,no,cellular,7,aug,122,4,-1,0,unknown,no
30609,54,blue-collar,married,primary,no,6812,yes,no,cellular,7,aug,108,3,-1,0,unknown,no
30610,56,retired,married,secondary,no,0,no,yes,cellular,7,aug,110,4,-1,0,unknown,no
30611,38,technician,married,secondary,no,1097,no,yes,cellular,7,aug,186,3,-1,0,unknown,no
30612,31,technician,single,tertiary,no,418,no,no,cellular,7,aug,67,6,-1,0,unknown,no
30613,51,services,married,tertiary,no,0,no,no,cellular,7,aug,297,8,-1,0,unknown,no
30615,51,management,married,tertiary,no,10077,no,no,cellular,7,aug,93,2,-1,0,unknown,no
30617,49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,no
30618,49,blue-collar,married,unknown,no,2635,no,no,cellular,7,aug,88,2,-1,0,unknown,no
30619,35,technician,married,secondary,no,1055,yes,no,cellular,7,aug,261,2,-1,0,unknown,no
30620,47,blue-collar,married,unknown,no,1660,no,no,cellular,7,aug,187,2,-1,0,unknown,no
30621,52,housemaid,married,primary,no,420,no,no,cellular,7,aug,139,4,-1,0,unknown,no
30622,50,admin.,married,secondary,no,106,no,yes,cellular,7,aug,59,2,-1,0,unknown,no
30623,37,admin.,single,tertiary,no,2505,no,no,cellular,7,aug,420,3,-1,0,unknown,no
30624,43,management,married,tertiary,no,11754,no,no,cellular,7,aug,352,2,-1,0,unknown,no
30625,42,management,married,tertiary,no,-323,yes,no,cellular,7,aug,135,2,-1,0,unknown,no
30626,48,technician,divorced,secondary,no,791,no,no,cellular,7,aug,219,2,-1,0,unknown,no
30627,38,management,single,tertiary,no,3813,no,no,cellular,7,aug,117,2,-1,0,unknown,no
30628,52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
30629,41,technician,married,secondary,no,634,no,no,cellular,7,aug,122,2,-1,0,unknown,no
30631,37,management,married,tertiary,no,649,no,no,cellular,7,aug,64,2,-1,0,unknown,no
30632,45,blue-collar,married,secondary,no,2603,yes,yes,cellular,7,aug,235,2,-1,0,unknown,no
30633,36,entrepreneur,single,secondary,no,67,no,no,cellular,7,aug,67,2,-1,0,unknown,no
30634,34,student,single,tertiary,no,873,yes,no,cellular,7,aug,267,2,-1,0,unknown,no
30635,30,technician,married,tertiary,no,2283,no,no,cellular,7,aug,74,2,-1,0,unknown,no
30636,38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,131,2,-1,0,unknown,no
30638,33,management,married,tertiary,no,340,no,no,cellular,7,aug,402,2,-1,0,unknown,no
30642,48,technician,married,secondary,no,566,no,no,cellular,7,aug,51,3,-1,0,unknown,no
30643,43,technician,married,tertiary,no,1663,no,no,cellular,7,aug,185,2,-1,0,unknown,no
30644,35,technician,divorced,tertiary,no,20,yes,yes,cellular,7,aug,51,2,-1,0,unknown,no
30645,45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,no
30647,40,technician,married,secondary,no,1076,no,no,cellular,7,aug,326,2,-1,0,unknown,no
30648,51,self-employed,married,primary,no,183,no,yes,cellular,7,aug,292,2,-1,0,unknown,no
30650,31,technician,married,secondary,no,54,no,no,cellular,7,aug,137,2,-1,0,unknown,no
30652,30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,unknown,no
30653,39,technician,married,tertiary,no,4765,yes,no,cellular,7,aug,108,2,-1,0,unknown,no
30654,58,unemployed,married,secondary,no,2690,no,no,cellular,7,aug,142,2,-1,0,unknown,no
30656,49,blue-collar,married,secondary,no,406,yes,yes,cellular,7,aug,253,2,-1,0,unknown,no
30657,47,technician,married,tertiary,no,3690,no,no,cellular,7,aug,228,2,-1,0,unknown,no
30658,30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown,no
30659,35,management,married,tertiary,no,260,no,no,cellular,7,aug,358,2,-1,0,unknown,no
30661,48,blue-collar,married,secondary,no,205,no,no,cellular,7,aug,239,2,-1,0,unknown,no
30662,36,management,single,tertiary,no,5340,yes,no,cellular,7,aug,113,4,-1,0,unknown,no
30663,48,technician,single,secondary,no,-347,no,yes,cellular,7,aug,84,2,-1,0,unknown,no
30666,33,entrepreneur,married,tertiary,no,595,no,no,cellular,7,aug,22,2,-1,0,unknown,no
30667,35,technician,married,secondary,no,463,yes,no,telephone,7,aug,309,4,-1,0,unknown,no
30668,33,technician,single,secondary,no,20,yes,no,cellular,7,aug,131,2,-1,0,unknown,no
30669,45,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159,2,-1,0,unknown,no
30671,39,management,married,tertiary,no,1572,no,no,cellular,7,aug,1462,4,-1,0,unknown,no
30672,42,technician,single,secondary,no,77,no,yes,cellular,7,aug,152,2,-1,0,unknown,no
