duration,campaign,poutcome
187,4,unknown
266,4,unknown
99,4,unknown
107,4,unknown
20,4,unknown
89,4,unknown
109,6,unknown
228,6,unknown
76,2,unknown
96,2,unknown
391,4,unknown
281,2,unknown
407,4,unknown
171,2,unknown
76,3,unknown
276,2,unknown
59,2,unknown
168,2,unknown
205,5,unknown
101,2,unknown
125,2,unknown
436,4,unknown
190,2,unknown
63,2,unknown
65,2,unknown
146,2,unknown
214,2,unknown
82,4,unknown
65,4,unknown
194,6,unknown
67,2,unknown
105,4,unknown
3422,2,unknown
44,2,unknown
238,2,unknown
142,2,unknown
159,3,unknown
182,2,unknown
231,2,unknown
20,2,unknown
152,2,unknown
76,2,unknown
145,2,unknown
314,4,unknown
414,4,unknown
122,6,unknown
163,4,unknown
108,4,unknown
133,4,unknown
101,2,unknown
131,4,unknown
110,2,unknown
141,1,unknown
165,3,unknown
446,1,unknown
201,2,unknown
481,1,unknown
166,3,unknown
105,1,unknown
408,1,unknown
198,4,unknown
180,3,unknown
184,1,unknown
291,1,unknown
117,1,unknown
162,5,unknown
235,8,unknown
324,3,unknown
122,5,unknown
642,3,unknown
84,1,unknown
126,2,unknown
520,3,unknown
181,3,unknown
1934,2,unknown
88,3,unknown
226,3,unknown
452,3,unknown
524,5,unknown
95,2,unknown
124,3,unknown
141,3,unknown
51,7,unknown
365,5,unknown
243,7,unknown
90,3,unknown
72,5,unknown
448,3,unknown
37,3,unknown
217,3,unknown
336,4,unknown
142,3,unknown
147,3,unknown
186,3,unknown
124,3,unknown
260,3,unknown
111,5,unknown
96,3,unknown
293,4,unknown
67,3,unknown
534,2,unknown
256,3,unknown
229,3,unknown
259,3,unknown
278,3,unknown
163,5,unknown
250,3,unknown
430,4,unknown
265,3,unknown
35,4,unknown
191,4,unknown
93,4,unknown
385,4,unknown
542,3,unknown
112,3,unknown
419,3,unknown
82,3,unknown
144,18,unknown
229,4,unknown
160,3,unknown
218,7,unknown
201,6,unknown
152,6,unknown
36,8,unknown
117,2,unknown
90,5,unknown
88,2,unknown
94,2,unknown
174,2,unknown
231,2,unknown
73,2,unknown
129,2,unknown
108,2,unknown
175,2,unknown
108,2,unknown
121,2,unknown
85,2,unknown
138,2,unknown
110,2,unknown
188,2,unknown
126,2,unknown
75,2,unknown
137,2,unknown
117,2,unknown
87,7,unknown
114,4,unknown
52,11,unknown
550,2,unknown
130,2,unknown
50,4,unknown
135,2,unknown
207,2,unknown
133,2,unknown
282,4,unknown
442,2,unknown
299,5,unknown
146,2,unknown
82,2,unknown
31,2,unknown
292,2,unknown
161,2,unknown
161,6,unknown
169,2,unknown
94,2,unknown
205,2,unknown
102,2,unknown
92,2,unknown
243,2,unknown
163,2,unknown
129,6,unknown
502,2,unknown
126,2,unknown
155,2,unknown
93,2,unknown
85,9,unknown
75,3,unknown
215,2,unknown
75,2,unknown
118,2,unknown
87,2,unknown
261,2,unknown
258,2,unknown
241,6,unknown
94,2,unknown
109,3,unknown
97,4,unknown
257,2,unknown
175,2,unknown
112,2,unknown
75,2,unknown
172,2,unknown
41,2,unknown
53,2,unknown
169,4,unknown
198,2,unknown
151,4,unknown
197,2,unknown
130,4,unknown
118,6,unknown
109,6,unknown
89,4,unknown
151,2,unknown
183,2,unknown
80,2,unknown
45,2,unknown
249,2,unknown
150,2,unknown
298,2,unknown
31,2,unknown
353,2,unknown
201,2,unknown
104,2,unknown
75,2,unknown
66,2,unknown
385,2,unknown
233,2,unknown
124,2,unknown
124,4,unknown
121,2,unknown
86,4,unknown
34,2,unknown
112,2,unknown
324,2,unknown
88,2,unknown
156,2,unknown
387,2,unknown
124,2,unknown
163,2,unknown
140,2,unknown
89,2,unknown
235,2,unknown
254,4,unknown
316,2,unknown
420,2,unknown
104,4,unknown
209,2,unknown
151,2,unknown
109,2,unknown
89,2,unknown
138,2,unknown
112,2,unknown
94,2,unknown
70,2,unknown
391,2,unknown
108,2,unknown
321,2,unknown
177,2,unknown
109,2,unknown
348,2,unknown
433,2,unknown
363,10,unknown
167,2,unknown
417,2,unknown
111,2,unknown
189,2,unknown
201,2,unknown
50,2,unknown
107,2,unknown
192,2,unknown
521,4,unknown
95,2,unknown
172,2,unknown
88,5,unknown
63,4,unknown
170,2,unknown
118,2,unknown
169,2,unknown
138,2,unknown
142,4,unknown
385,2,unknown
215,4,unknown
100,6,unknown
117,4,unknown
629,4,unknown
82,11,unknown
202,2,unknown
275,4,unknown
149,2,unknown
125,2,unknown
81,2,unknown
236,2,unknown
194,4,unknown
229,2,unknown
148,6,unknown
140,4,unknown
129,4,unknown
124,4,unknown
131,2,unknown
362,4,unknown
138,2,unknown
71,2,unknown
16,7,unknown
216,2,unknown
108,2,unknown
176,4,unknown
160,4,unknown
51,2,unknown
310,4,unknown
82,2,unknown
404,4,unknown
131,4,unknown
212,2,unknown
248,2,unknown
63,2,unknown
153,8,unknown
160,6,unknown
255,2,unknown
153,7,unknown
455,4,unknown
62,2,unknown
46,2,unknown
147,2,unknown
121,2,unknown
97,4,unknown
335,3,unknown
100,1,unknown
79,1,unknown
388,1,unknown
119,3,unknown
116,1,unknown
178,3,unknown
156,4,unknown
173,8,unknown
148,1,unknown
79,3,unknown
193,1,unknown
93,1,unknown
494,1,unknown
273,5,unknown
167,1,unknown
88,1,unknown
191,1,unknown
63,2,unknown
204,1,unknown
127,3,unknown
83,1,unknown
136,1,unknown
448,5,unknown
140,3,unknown
88,3,unknown
80,1,unknown
72,6,unknown
244,6,unknown
173,3,unknown
406,3,unknown
229,4,unknown
604,4,unknown
131,3,unknown
94,5,unknown
899,2,unknown
371,6,unknown
420,4,unknown
515,3,unknown
79,3,unknown
71,10,unknown
27,6,unknown
498,8,unknown
327,3,unknown
179,3,unknown
306,3,unknown
390,2,unknown
209,3,unknown
231,3,unknown
424,4,unknown
188,5,unknown
492,3,unknown
174,3,unknown
453,4,unknown
59,3,unknown
263,5,unknown
57,3,unknown
329,2,unknown
166,3,unknown
334,5,unknown
108,4,unknown
765,3,unknown
62,3,unknown
885,5,unknown
120,7,unknown
103,4,unknown
391,4,unknown
89,2,unknown
170,3,unknown
62,3,unknown
148,4,unknown
116,2,unknown
17,7,unknown
293,3,unknown
445,4,unknown
262,5,unknown
176,3,unknown
120,3,unknown
46,5,unknown
68,4,unknown
697,6,unknown
153,6,unknown
57,7,unknown
326,4,unknown
70,5,unknown
67,4,unknown
209,4,unknown
258,5,unknown
92,3,unknown
177,5,unknown
413,2,unknown
144,2,unknown
102,4,unknown
155,4,unknown
145,2,unknown
77,4,unknown
210,2,unknown
106,3,unknown
105,2,unknown
98,2,unknown
588,2,unknown
73,2,unknown
106,2,unknown
73,2,unknown
100,2,unknown
74,2,unknown
303,2,unknown
86,2,unknown
217,2,unknown
55,2,unknown
72,3,unknown
97,2,unknown
347,2,unknown
33,2,unknown
165,4,unknown
382,2,unknown
84,2,unknown
226,2,unknown
47,4,unknown
156,2,unknown
113,2,unknown
147,2,unknown
45,2,unknown
121,2,unknown
126,2,unknown
269,2,unknown
82,2,unknown
71,2,unknown
218,2,unknown
270,2,unknown
187,2,unknown
565,2,unknown
226,2,unknown
172,4,unknown
239,4,unknown
71,2,unknown
297,2,unknown
115,2,unknown
55,2,unknown
164,2,unknown
88,4,unknown
123,4,unknown
138,3,unknown
243,4,unknown
166,2,unknown
82,2,unknown
102,8,unknown
179,4,unknown
108,2,unknown
187,2,unknown
121,4,unknown
123,2,unknown
257,2,unknown
275,2,unknown
57,2,unknown
101,5,unknown
72,4,unknown
104,4,unknown
210,3,unknown
213,4,unknown
273,2,unknown
95,2,unknown
70,2,unknown
71,2,unknown
97,2,unknown
72,4,unknown
170,4,unknown
217,2,unknown
169,2,unknown
97,2,unknown
79,6,unknown
86,2,unknown
56,4,unknown
149,4,unknown
246,2,unknown
139,2,unknown
160,2,unknown
356,2,unknown
135,2,unknown
135,2,unknown
309,2,unknown
53,4,unknown
250,4,unknown
168,2,unknown
230,2,unknown
72,2,unknown
204,9,unknown
61,2,unknown
52,4,unknown
242,2,unknown
111,2,unknown
231,2,unknown
126,4,unknown
285,2,unknown
105,2,unknown
228,2,unknown
76,2,unknown
149,2,unknown
331,2,unknown
86,2,unknown
80,2,unknown
144,2,unknown
140,2,unknown
96,2,unknown
139,4,unknown
51,4,unknown
601,2,unknown
152,6,unknown
255,15,unknown
225,4,unknown
65,4,unknown
102,4,unknown
389,4,unknown
176,4,unknown
104,4,unknown
36,4,unknown
247,4,unknown
55,5,unknown
1099,4,unknown
331,7,unknown
79,4,unknown
108,4,unknown
111,2,unknown
83,6,unknown
79,6,unknown
177,2,unknown
146,2,unknown
104,4,unknown
165,6,unknown
194,6,unknown
68,4,unknown
189,2,unknown
185,2,unknown
163,2,unknown
214,2,unknown
33,2,unknown
105,2,unknown
121,2,unknown
80,10,unknown
211,6,unknown
566,2,unknown
182,2,unknown
370,4,unknown
232,4,unknown
120,4,unknown
63,6,unknown
103,15,unknown
69,4,unknown
378,4,unknown
135,6,unknown
153,4,unknown
121,5,unknown
133,6,unknown
262,4,unknown
149,2,unknown
382,3,unknown
55,4,unknown
383,3,unknown
280,3,unknown
93,2,unknown
121,3,unknown
176,3,unknown
187,4,unknown
246,3,unknown
107,1,unknown
132,1,unknown
445,1,unknown
129,1,unknown
71,3,unknown
80,10,unknown
227,1,unknown
161,1,unknown
238,1,unknown
90,3,unknown
139,8,unknown
265,4,unknown
67,1,unknown
379,3,unknown
126,2,unknown
429,7,unknown
117,3,unknown
221,3,unknown
149,2,unknown
148,3,unknown
149,3,unknown
80,3,unknown
214,5,unknown
248,3,unknown
132,5,unknown
240,5,unknown
385,3,unknown
249,5,unknown
200,4,unknown
104,4,unknown
124,7,unknown
117,3,unknown
271,3,unknown
485,5,unknown
67,7,unknown
108,5,unknown
345,3,unknown
72,5,unknown
101,5,unknown
304,4,unknown
268,3,unknown
133,5,unknown
339,3,unknown
57,3,unknown
209,2,unknown
94,3,unknown
236,3,unknown
230,3,unknown
239,3,unknown
277,3,unknown
1687,9,unknown
231,5,unknown
481,2,unknown
277,5,unknown
101,3,unknown
295,3,unknown
247,1,unknown
164,1,unknown
270,1,unknown
220,1,unknown
159,3,unknown
217,1,unknown
40,5,unknown
179,4,unknown
85,5,unknown
48,9,unknown
566,7,unknown
356,1,unknown
159,1,unknown
1015,1,unknown
91,4,unknown
101,2,unknown
509,2,unknown
161,6,unknown
204,2,unknown
64,9,unknown
219,4,unknown
96,2,unknown
246,2,unknown
92,2,unknown
150,2,unknown
359,2,unknown
72,2,unknown
138,2,unknown
614,2,unknown
327,2,unknown
144,2,unknown
56,2,unknown
106,2,unknown
75,2,unknown
348,2,unknown
132,2,unknown
191,2,unknown
99,2,unknown
428,2,unknown
82,2,unknown
172,2,unknown
127,2,unknown
72,2,unknown
185,2,unknown
140,2,unknown
76,2,unknown
91,2,unknown
138,2,unknown
111,2,unknown
120,2,unknown
143,2,unknown
64,2,unknown
117,2,unknown
158,2,unknown
51,4,unknown
235,2,unknown
256,2,unknown
364,2,unknown
138,2,unknown
68,2,unknown
58,4,unknown
96,5,unknown
234,2,unknown
237,2,unknown
181,2,unknown
117,9,unknown
122,2,unknown
52,2,unknown
126,2,unknown
95,8,unknown
73,2,unknown
365,2,unknown
63,2,unknown
250,2,unknown
213,2,unknown
126,2,unknown
63,2,unknown
68,2,unknown
74,2,unknown
29,4,unknown
147,2,unknown
867,2,unknown
117,2,unknown
139,2,unknown
105,2,unknown
196,2,unknown
105,2,unknown
193,3,unknown
220,4,unknown
227,2,unknown
130,2,unknown
256,9,unknown
232,5,unknown
80,2,unknown
101,3,unknown
138,4,unknown
148,4,unknown
174,4,unknown
603,3,unknown
69,4,unknown
87,4,unknown
100,6,unknown
138,2,unknown
123,2,unknown
338,2,unknown
104,2,unknown
85,4,unknown
177,2,unknown
88,2,unknown
150,2,unknown
137,2,unknown
126,3,unknown
241,2,unknown
130,2,unknown
603,2,unknown
66,2,unknown
109,2,unknown
217,6,unknown
107,2,unknown
252,2,unknown
143,2,unknown
73,2,unknown
254,2,unknown
61,2,unknown
73,2,unknown
80,4,unknown
171,2,unknown
436,4,unknown
119,2,unknown
129,4,unknown
131,2,unknown
150,4,unknown
128,2,unknown
64,2,unknown
108,2,unknown
84,2,unknown
384,2,unknown
312,6,unknown
388,2,unknown
144,4,unknown
231,4,unknown
180,2,unknown
163,2,unknown
106,2,unknown
201,4,unknown
433,3,unknown
92,4,unknown
76,4,unknown
91,4,unknown
536,4,unknown
398,4,unknown
1650,16,unknown
149,7,unknown
297,3,unknown
193,4,unknown
127,4,unknown
72,4,unknown
58,4,unknown
117,2,unknown
359,2,unknown
117,4,unknown
254,2,unknown
121,2,unknown
226,4,unknown
355,4,unknown
111,4,unknown
139,6,unknown
83,4,unknown
632,6,unknown
186,2,unknown
225,4,unknown
253,2,unknown
112,2,unknown
66,4,unknown
105,6,unknown
114,4,unknown
105,4,unknown
578,4,unknown
116,4,unknown
464,4,unknown
142,2,unknown
187,2,unknown
134,6,unknown
338,2,unknown
158,2,unknown
246,6,unknown
304,12,unknown
127,1,unknown
128,8,unknown
127,1,unknown
178,1,unknown
153,4,unknown
168,5,unknown
264,3,unknown
213,3,unknown
111,3,unknown
781,5,unknown
145,11,unknown
50,5,unknown
454,3,unknown
439,4,unknown
141,3,unknown
136,3,unknown
260,3,unknown
864,3,unknown
645,3,unknown
474,2,unknown
216,5,unknown
128,5,unknown
418,3,unknown
226,4,unknown
252,3,unknown
134,8,unknown
140,4,unknown
483,5,unknown
143,3,unknown
222,3,unknown
612,4,unknown
129,9,unknown
243,3,unknown
178,9,unknown
787,6,unknown
124,4,unknown
284,7,unknown
129,6,unknown
228,5,unknown
508,3,unknown
136,5,unknown
58,3,unknown
465,9,unknown
112,5,unknown
204,10,unknown
711,3,unknown
121,4,unknown
83,3,unknown
321,4,unknown
1476,2,unknown
204,3,unknown
161,2,unknown
120,3,unknown
507,3,unknown
767,8,unknown
111,7,unknown
106,2,unknown
168,2,unknown
239,2,unknown
139,2,unknown
536,2,unknown
295,2,unknown
224,2,unknown
156,2,unknown
206,2,unknown
317,2,unknown
176,2,unknown
69,2,unknown
244,6,unknown
114,4,unknown
187,2,unknown
132,2,unknown
336,2,unknown
78,2,unknown
460,2,unknown
100,2,unknown
96,2,unknown
332,2,unknown
159,2,unknown
127,4,unknown
303,2,unknown
295,2,unknown
157,2,unknown
89,2,unknown
152,2,unknown
225,2,unknown
131,2,unknown
272,2,unknown
247,2,unknown
93,4,unknown
214,4,unknown
139,2,unknown
183,5,unknown
142,2,unknown
258,4,unknown
287,2,unknown
185,2,unknown
458,2,unknown
73,2,unknown
900,2,unknown
334,2,unknown
112,2,unknown
123,2,unknown
106,5,unknown
115,2,unknown
73,2,unknown
71,2,unknown
110,4,unknown
109,2,unknown
233,4,unknown
57,2,unknown
96,2,unknown
227,2,unknown
142,4,unknown
283,2,unknown
104,10,unknown
91,2,unknown
170,2,unknown
114,2,unknown
690,2,unknown
100,2,unknown
80,2,unknown
144,2,unknown
132,2,unknown
352,2,unknown
73,2,unknown
261,2,unknown
100,2,unknown
60,2,unknown
94,2,unknown
88,2,unknown
182,8,unknown
201,2,unknown
403,2,unknown
289,2,unknown
286,2,unknown
221,2,unknown
143,2,unknown
81,2,unknown
62,2,unknown
151,2,unknown
87,2,unknown
202,2,unknown
270,2,unknown
69,4,unknown
432,5,unknown
299,4,unknown
203,6,unknown
95,4,unknown
157,6,unknown
78,6,unknown
136,4,unknown
296,8,unknown
141,3,unknown
150,4,unknown
324,4,unknown
156,4,unknown
328,4,unknown
156,4,unknown
260,2,unknown
89,6,unknown
110,4,unknown
122,2,unknown
98,2,unknown
165,2,unknown
684,2,unknown
310,2,unknown
79,6,unknown
305,2,unknown
15,17,unknown
60,2,unknown
559,4,unknown
136,4,unknown
733,6,unknown
713,2,unknown
104,6,unknown
517,2,unknown
169,2,unknown
321,4,unknown
116,2,unknown
96,2,unknown
111,2,unknown
92,5,unknown
158,1,unknown
314,1,unknown
69,1,unknown
363,1,unknown
76,1,unknown
342,1,unknown
31,1,unknown
75,6,unknown
111,1,unknown
68,3,unknown
157,1,unknown
274,1,unknown
257,5,unknown
99,1,unknown
356,1,unknown
212,3,unknown
139,3,unknown
490,3,unknown
209,5,unknown
175,6,unknown
130,3,unknown
121,1,unknown
78,1,unknown
84,3,unknown
168,1,unknown
255,1,unknown
159,4,unknown
388,3,unknown
99,3,unknown
82,7,unknown
418,4,unknown
73,3,unknown
202,3,unknown
394,4,unknown
109,3,unknown
233,8,unknown
107,8,unknown
163,3,unknown
399,3,unknown
240,2,unknown
274,3,unknown
150,4,unknown
132,4,unknown
293,3,unknown
75,5,unknown
413,5,unknown
58,5,unknown
399,2,unknown
48,13,unknown
275,12,unknown
449,4,unknown
536,5,unknown
158,7,unknown
113,6,unknown
740,4,unknown
75,3,unknown
152,5,unknown
106,2,unknown
464,5,unknown
96,3,unknown
169,2,unknown
103,2,unknown
82,2,unknown
90,2,unknown
152,2,unknown
67,2,unknown
175,2,unknown
123,2,unknown
373,2,unknown
36,2,unknown
166,4,unknown
157,2,unknown
106,2,unknown
144,4,unknown
360,4,unknown
102,2,unknown
55,2,unknown
87,2,unknown
266,2,unknown
366,2,unknown
85,2,unknown
169,10,unknown
250,2,unknown
206,2,unknown
526,2,unknown
184,2,unknown
41,2,unknown
229,2,unknown
252,3,unknown
154,2,unknown
103,2,unknown
137,2,unknown
125,2,unknown
107,2,unknown
71,2,unknown
151,6,unknown
167,2,unknown
114,3,unknown
50,5,unknown
92,2,unknown
228,2,unknown
293,2,unknown
98,2,unknown
260,7,unknown
205,2,unknown
107,2,unknown
85,2,unknown
170,2,unknown
127,4,unknown
80,2,unknown
101,2,unknown
465,2,unknown
128,4,unknown
121,2,unknown
297,2,unknown
93,2,unknown
141,2,unknown
155,2,unknown
111,2,unknown
159,2,unknown
313,2,unknown
38,2,unknown
757,4,unknown
213,2,unknown
297,4,unknown
128,4,unknown
635,2,unknown
356,2,unknown
605,2,unknown
935,2,unknown
143,2,unknown
414,4,unknown
220,2,unknown
95,2,unknown
127,2,unknown
103,2,unknown
69,6,unknown
90,4,unknown
148,19,unknown
110,8,unknown
214,2,unknown
421,2,unknown
183,6,unknown
240,2,unknown
423,4,unknown
503,2,unknown
95,2,unknown
67,2,unknown
93,2,unknown
230,2,unknown
103,2,unknown
106,6,unknown
373,2,unknown
165,2,unknown
59,4,unknown
56,4,unknown
108,2,unknown
144,2,unknown
80,2,unknown
89,2,unknown
112,2,unknown
146,2,unknown
406,2,unknown
272,2,unknown
168,2,unknown
314,2,unknown
260,2,unknown
85,4,unknown
87,6,unknown
90,4,unknown
187,4,unknown
108,6,unknown
133,4,unknown
197,4,unknown
78,2,unknown
118,4,unknown
343,2,unknown
280,4,unknown
265,2,unknown
158,2,unknown
215,2,unknown
206,2,unknown
133,4,unknown
159,2,unknown
924,4,unknown
195,2,unknown
145,2,unknown
70,4,unknown
215,2,unknown
301,5,unknown
64,2,unknown
214,4,unknown
3322,2,unknown
136,2,unknown
366,2,unknown
208,8,unknown
433,5,unknown
134,5,unknown
201,2,unknown
189,4,unknown
168,4,unknown
61,4,unknown
388,8,unknown
122,2,unknown
448,4,unknown
167,8,unknown
350,4,unknown
449,2,unknown
388,2,unknown
145,2,unknown
153,6,unknown
217,4,unknown
337,2,unknown
425,4,unknown
377,4,unknown
41,2,unknown
789,2,unknown
128,6,unknown
144,7,unknown
63,2,unknown
170,4,unknown
129,2,unknown
38,2,unknown
244,2,unknown
91,2,unknown
31,2,unknown
120,4,unknown
49,2,unknown
135,8,unknown
365,2,unknown
248,2,unknown
178,2,unknown
85,1,unknown
234,3,unknown
110,3,unknown
478,1,unknown
124,3,unknown
227,3,unknown
226,3,unknown
306,8,unknown
89,7,unknown
137,1,unknown
244,1,unknown
64,2,unknown
386,1,unknown
110,1,unknown
136,3,unknown
86,3,unknown
210,4,unknown
126,3,unknown
314,3,unknown
253,7,unknown
390,3,unknown
204,6,unknown
45,5,unknown
109,3,unknown
76,3,unknown
96,3,unknown
90,5,unknown
181,7,unknown
71,3,unknown
54,4,unknown
48,6,unknown
131,3,unknown
82,4,unknown
299,6,unknown
92,7,unknown
73,7,unknown
105,4,unknown
180,4,unknown
140,4,unknown
458,4,unknown
195,4,unknown
203,4,unknown
68,4,unknown
251,4,unknown
138,4,unknown
113,4,unknown
161,7,unknown
115,9,unknown
341,4,unknown
26,15,unknown
151,12,unknown
313,3,unknown
393,4,unknown
51,12,unknown
116,9,unknown
73,6,unknown
71,3,unknown
70,5,unknown
146,5,unknown
266,4,unknown
452,4,unknown
34,14,unknown
113,4,unknown
122,8,unknown
80,4,unknown
70,4,unknown
121,7,unknown
61,4,unknown
143,4,unknown
172,3,unknown
71,4,unknown
91,4,unknown
92,5,unknown
89,3,unknown
121,4,unknown
119,7,unknown
98,6,unknown
195,3,unknown
104,4,unknown
515,5,unknown
100,6,unknown
27,17,unknown
104,3,unknown
63,4,unknown
166,3,unknown
113,4,unknown
124,4,unknown
207,6,unknown
90,6,unknown
219,4,unknown
129,4,unknown
128,4,unknown
75,7,unknown
75,5,unknown
67,4,unknown
111,3,unknown
498,3,unknown
96,11,unknown
203,4,unknown
111,8,unknown
585,3,unknown
140,13,unknown
235,4,unknown
129,3,unknown
315,4,unknown
147,10,unknown
134,6,unknown
431,6,unknown
63,2,unknown
29,3,unknown
93,2,unknown
212,2,unknown
253,2,unknown
280,2,unknown
80,2,unknown
209,2,unknown
119,7,unknown
161,2,unknown
36,4,unknown
29,2,unknown
79,2,unknown
192,2,unknown
199,2,unknown
144,2,unknown
331,2,unknown
111,2,unknown
471,2,unknown
142,3,unknown
58,4,unknown
68,4,unknown
79,2,unknown
102,7,unknown
87,6,unknown
128,2,unknown
170,6,unknown
268,2,unknown
80,6,unknown
52,3,unknown
254,8,unknown
201,11,unknown
150,2,unknown
70,2,unknown
204,7,unknown
130,2,unknown
191,2,unknown
781,2,unknown
74,3,unknown
66,4,unknown
80,13,unknown
91,4,unknown
212,2,unknown
143,4,unknown
93,3,unknown
65,3,unknown
271,8,unknown
199,8,unknown
1126,5,unknown
514,10,unknown
75,2,unknown
119,6,unknown
151,4,unknown
150,4,unknown
215,6,unknown
85,2,unknown
86,2,unknown
22,2,unknown
75,2,unknown
134,2,unknown
984,2,unknown
256,6,unknown
249,6,unknown
62,6,unknown
377,7,unknown
201,4,unknown
64,7,unknown
261,7,unknown
155,4,unknown
128,4,unknown
260,8,unknown
103,8,unknown
178,4,unknown
202,14,unknown
149,5,unknown
1364,4,unknown
166,6,unknown
286,5,unknown
213,5,unknown
207,5,unknown
1559,7,unknown
192,7,unknown
304,3,unknown
67,2,unknown
174,5,unknown
457,11,unknown
405,13,unknown
350,6,unknown
395,4,unknown
312,3,unknown
26,5,unknown
779,9,unknown
92,14,unknown
374,16,unknown
76,5,unknown
119,3,unknown
296,3,unknown
193,5,unknown
87,7,unknown
243,9,unknown
835,4,unknown
445,3,unknown
244,2,unknown
212,12,unknown
119,7,unknown
709,3,unknown
241,5,unknown
314,4,unknown
43,4,unknown
127,4,unknown
729,5,unknown
393,3,unknown
242,5,unknown
82,3,unknown
238,3,unknown
189,7,unknown
129,4,unknown
157,3,unknown
195,10,unknown
199,7,unknown
298,10,unknown
43,5,unknown
273,4,unknown
37,3,unknown
693,7,unknown
99,7,unknown
139,3,unknown
78,6,unknown
120,15,unknown
607,7,unknown
141,4,unknown
81,2,unknown
116,7,unknown
156,2,unknown
58,2,unknown
203,2,unknown
286,2,unknown
316,2,unknown
177,8,unknown
158,2,unknown
125,4,unknown
112,2,unknown
54,2,unknown
133,20,unknown
134,2,unknown
56,7,unknown
78,2,unknown
162,2,unknown
118,2,unknown
432,15,unknown
331,2,unknown
87,2,unknown
70,2,unknown
222,2,unknown
166,2,unknown
100,9,unknown
103,7,unknown
215,2,unknown
361,5,unknown
235,3,unknown
96,2,unknown
210,2,unknown
276,2,unknown
671,2,unknown
83,2,unknown
144,2,unknown
51,2,unknown
344,4,unknown
91,2,unknown
284,2,unknown
490,4,unknown
134,9,unknown
141,2,unknown
295,2,unknown
198,6,unknown
92,4,unknown
504,4,unknown
68,2,unknown
101,2,unknown
113,2,unknown
121,4,unknown
153,3,unknown
359,4,unknown
150,2,unknown
74,2,unknown
227,4,unknown
129,11,unknown
125,13,unknown
323,6,unknown
101,2,unknown
128,8,unknown
193,2,unknown
260,2,unknown
133,4,unknown
501,2,unknown
109,2,unknown
97,2,unknown
339,2,unknown
143,2,unknown
149,2,unknown
256,2,unknown
111,4,unknown
332,2,unknown
290,2,unknown
80,6,unknown
58,2,unknown
186,4,unknown
119,6,unknown
145,7,unknown
126,6,unknown
100,2,unknown
178,2,unknown
225,4,unknown
160,4,unknown
118,2,unknown
97,5,unknown
391,6,unknown
130,2,unknown
276,2,unknown
159,4,unknown
452,2,unknown
129,4,unknown
164,2,unknown
195,2,unknown
167,2,unknown
117,6,unknown
306,2,unknown
55,4,unknown
194,2,unknown
133,4,unknown
156,4,unknown
175,6,unknown
419,4,unknown
109,6,unknown
323,4,unknown
409,2,unknown
406,2,unknown
92,4,unknown
113,6,unknown
222,4,unknown
183,20,unknown
90,4,unknown
188,4,unknown
275,8,unknown
21,25,unknown
28,17,unknown
120,6,unknown
129,4,unknown
35,4,unknown
119,4,unknown
74,2,unknown
224,2,unknown
292,2,unknown
289,2,unknown
163,2,unknown
299,2,unknown
209,2,unknown
131,6,unknown
587,2,unknown
191,4,unknown
274,4,unknown
80,6,unknown
95,4,unknown
220,4,unknown
168,2,unknown
360,2,unknown
133,2,unknown
120,6,unknown
69,2,unknown
82,8,unknown
119,2,unknown
258,2,unknown
195,2,unknown
696,2,unknown
105,2,unknown
387,8,unknown
377,2,unknown
60,2,unknown
91,2,unknown
103,2,unknown
281,2,unknown
110,4,unknown
111,2,unknown
528,9,unknown
144,4,unknown
292,4,unknown
120,6,unknown
102,2,unknown
92,2,unknown
124,2,unknown
142,2,unknown
79,2,unknown
153,2,unknown
98,4,unknown
551,4,unknown
97,2,unknown
386,2,unknown
349,4,unknown
153,2,unknown
197,2,unknown
245,2,unknown
168,2,unknown
111,2,unknown
288,2,unknown
28,17,unknown
280,4,unknown
15,18,unknown
824,2,unknown
451,6,unknown
99,2,unknown
486,4,unknown
53,4,unknown
328,1,unknown
19,18,unknown
144,3,unknown
42,1,unknown
1059,5,unknown
117,3,unknown
141,3,unknown
153,7,unknown
98,1,unknown
202,1,unknown
729,5,unknown
264,1,unknown
18,20,unknown
285,1,unknown
367,1,unknown
178,1,unknown
87,1,unknown
86,5,unknown
255,1,unknown
155,3,unknown
88,1,unknown
220,1,unknown
134,1,unknown
199,3,unknown
211,2,unknown
173,1,unknown
68,1,unknown
44,1,unknown
158,8,unknown
271,3,unknown
59,3,unknown
61,5,unknown
61,6,unknown
106,7,unknown
118,3,unknown
392,3,unknown
82,4,unknown
109,3,unknown
135,3,unknown
121,4,unknown
97,9,unknown
329,4,unknown
221,12,unknown
105,5,unknown
268,14,unknown
160,3,unknown
332,3,unknown
205,5,unknown
599,3,unknown
249,3,unknown
629,7,unknown
137,2,unknown
308,2,unknown
609,4,unknown
147,3,unknown
123,5,unknown
199,5,unknown
219,2,unknown
112,7,unknown
173,11,unknown
207,3,unknown
85,6,unknown
207,6,unknown
187,4,unknown
166,3,unknown
152,3,unknown
242,4,unknown
235,5,unknown
132,4,unknown
561,3,unknown
159,2,unknown
1200,3,unknown
103,4,unknown
46,5,unknown
108,5,unknown
131,8,unknown
129,4,unknown
80,5,unknown
83,6,unknown
582,7,unknown
68,8,unknown
190,12,unknown
255,8,unknown
117,4,unknown
143,4,unknown
183,4,unknown
143,2,unknown
43,2,unknown
154,2,unknown
261,2,unknown
